cid,firstlast,lastname,state,party,office,gender,first_elected,exit_code,comments,phone,fax,website,webform,congress_office,bioguide_id,votesmart_id,feccandid,twitter_id,youtube_url,facebook_id,birthdate
N00030608,Michael Bennet,BENNET,CO,D,COS1,M,2009,0,,202-224-5852,202-228-5097,https://www.bennet.senate.gov,https://www.bennet.senate.gov/?p=contact,261 Russell Senate Office Building,B001267,110942,S0CO00211,SenBennetCo,https://youtube.com/SenatorBennet,senbennetco,1964-11-28
N00030780,Cory Gardner,GARDNER,CO,R,COS2,M,2014,0,,202-224-5941,202-225-5870,https://www.gardner.senate.gov,https://www.gardner.senate.gov/contact-cory/email-cory,354 Russell Senate Office Building,G000562,30004,H0CO04122,SenCoryGardner,,SenCoryGardner,1974-08-22
N00000575,John B Larson,LARSON,CT,D,CT01,M,1998,0,,202-225-2265,202-225-1031,https://larson.house.gov,https://forms.house.gov/larson/contact_new.html,1501 Longworth House Office Building,L000557,17188,H8CT01046,RepJohnLarson,https://youtube.com/RepJohnLarson,RepJohnLarson,1948-07-22
N00024842,Joe Courtney,COURTNEY,CT,D,CT02,M,2006,0,,202-225-2076,202-225-4977,https://courtney.house.gov,https://courtney.house.gov/email-joe1,2348 Rayburn House Office Building,C001069,30333,H2CT02112,RepJoeCourtney,https://youtube.com/repcourtney,joecourtney,1953-04-06
N00000615,Rosa L DeLauro,DELAURO,CT,D,CT03,F,1990,0,,202-225-3661,202-225-4890,https://delauro.house.gov,https://forms.house.gov/delauro/webforms/contact_form_email.shtml,2413 Rayburn House Office Building,D000216,26788,H0CT03072,RosaDeLauro,https://youtube.com/rosadelauro,CongresswomanRosaDeLauro,1943-03-02
N00029070,Jim Himes,HIMES,CT,D,CT04,M,2008,0,,202-225-5541,202-225-9629,https://himes.house.gov,https://himes.house.gov/contact-me/email-me,1227 Longworth House Office Building,H001047,106744,H8CT04172,JAHimes,https://youtube.com/congressmanhimes,CongressmanJimHimes,1966-07-05
N00033217,Elizabeth Esty,ESTY,CT,D,CT05,F,2012,4,Retiring at end of 115th,202-225-4476,202-225-5933,https://esty.house.gov,http://esty.house.gov/contact,221 Cannon House Office Building,E000293,72826,H2CT05131,RepEsty,https://youtube.com/RepEsty,RepEsty,1959-08-25
N00027566,Christopher S Murphy,MURPHY,CT,D,CTS1,M,2012,0,,202-224-4041,202-225-5933,https://www.murphy.senate.gov,http://www.murphy.senate.gov/contact,136 Hart Senate Office Building,M001169,17189,H6CT05124,ChrisMurphyCT,https://youtube.com/senchrismurphy,chrismurphyct,1973-08-03
N00031685,Richard Blumenthal,BLUMENTHAL,CT,D,CTS2,M,2010,0,,202-224-2823,202-224-9673,https://www.blumenthal.senate.gov,https://www.blumenthal.senate.gov/contact/,706 Hart Senate Office Building,B001277,1568,S0CT00177,SenBlumenthal,https://youtube.com/SenatorBlumenthal,SenBlumenthal,1946-02-13
N00038414,Lisa Blunt Rochester,ROCHESTER,DE,D,DE01,F,2016,0,,202-225-4165,,https://bluntrochester.house.gov,,1123 Longworth House Office Building,B001303,,,RepBRochester,,Rep.BluntRochester,1962-02-10
N00012508,Tom Carper,CARPER,DE,D,DES1,M,2000,0,,202-224-2441,202-228-2190,https://www.carper.senate.gov/public,http://www.carper.senate.gov/public/index.cfm/email-senator-carper,513 Hart Senate Office Building,C000174,22421,S8DE00079,SenatorCarper,https://youtube.com/senatorcarper,tomcarper,1947-01-23
N00031820,Chris Coons,COONS,DE,D,DES2,M,2010,0,,202-224-5042,202-228-3075,https://www.coons.senate.gov,https://www.coons.senate.gov/contact,127a Russell Senate Office Building,C001088,122834,S0DE00092,SenCoonsOffice,https://youtube.com/senatorchriscoons,senatorchriscoons,1963-09-09
N00039503,Matt Gaetz,Gaetz,FL,R,FL01,M,2016,0,,202-225-4136,,https://gaetz.house.gov,,507 Cannon House Office Building,G000578,,,RepMattGaetz,,CongressmanMattGaetz,1982-05-07
N00037442,Neal Dunn,DUNN,FL,R,FL02,M,2016,0,,202-225-5235,,https://dunn.house.gov,,423 Cannon House Office Building,D000628,,,drnealdunnfl2,,drnealdunnfl2,1953-02-16
N00033220,Ted Yoho,YOHO,FL,R,FL03,M,2012,0,,202-225-5744,,http://yoho.house.gov,https://yoho.house.gov/contact/email-me,511 Cannon House Office Building,Y000065,137622,H2FL06109,RepTedYoho,https://youtube.com/RepTedYoho,CongressmanTedYoho,1955-04-13
N00039777,John Rutherford,Rutherford,FL,R,FL04,M,2016,0,,202-225-2501,,https://rutherford.house.gov,,230 Cannon House Office Building,R000609,,,RepRutherfordFL,,RepRutherfordFL,1952-09-02
N00030642,Al Lawson,LAWSON,FL,D,FL05,M,2016,0,,202-225-0123,,https://lawson.house.gov,,1337 Longworth House Office Building,L000586,,,RepAlLawsonJr,,RepAlLawsonJr,1948-09-21
N00034746,Ron DeSantis,DESANTIS,FL,R,FL06,M,2012,2,"Resigned, running for Governor in 2018",202-225-2706,202-226-6299,http://desantis.house.gov,https://desantis.house.gov/contact/email-me,1524 Longworth House Office Building,D000621,137630,H2FL00292,RepDeSantis,https://youtube.com/RepRonDeSantis,RepDeSantis,1978-09-14
N00040133,Stephanie Murphy,Murphy,FL,D,FL07,F,2016,0,,202-225-4035,,https://stephaniemurphy.house.gov,,1237 Longworth House Office Building,M001202,,,RepStephMurphy,,RepStephMurphy,1978-09-16
N00029662,Bill Posey,POSEY,FL,R,FL08,M,2008,0,,202-225-3671,202-225-3516,http://posey.house.gov,https://posey.house.gov/forms/writeyourrep/,2150 Rayburn House Office Building,P000599,24280,H8FL15107,CongBillPosey,https://youtube.com/CongressmanPosey,bill.posey15,1947-12-18
N00037422,Darren Soto,SOTO,FL,D,FL09,M,2016,0,,202-225-9889,,https://soto.house.gov,,1429 Longworth House Office Building,S001200,,,RepDarrenSoto,,CongressmanDarrenSoto,1978-02-25
N00033449,Val Demings,DEMINGS,FL,D,FL10,F,2016,0,,202-225-2176,,https://demings.house.gov,,238 Cannon House Office Building,D000627,,,RepValDemings,,RepresentativeValDemings,1957-03-12
N00026335,Daniel Webster,WEBSTER,FL,R,FL11,M,2010,0,,202-225-1002,202-225-0999,http://webster.house.gov,https://webster.house.gov/contact/contactform.htm,1210 Longworth House Office Building,W000806,24302,H0FL08208,RepWebster,https://youtube.com/repdanwebster,RepWebster,1949-04-27
N00027462,Gus Bilirakis,BILIRAKIS,FL,R,FL12,M,2006,0,,202-225-5755,202-225-4085,https://bilirakis.house.gov,https://bilirakis.house.gov/email-congressman-bilirakis/,2112 Rayburn House Office Building,B001257,17318,H6FL09070,RepGusBilirakis,https://youtube.com/RepGusBilirakis,GusBilirakis,1963-02-08
N00002942,Charlie Crist,CRIST,FL,D,FL13,M,2016,0,,202-225-5961,,https://crist.house.gov,,427 Cannon House Office Building,C001111,,,repcharliecrist,,RepCharlieCrist,1956-07-24
N00027514,Kathy Castor,CASTOR,FL,D,FL14,F,2006,0,,202-225-3376,202-225-5652,http://castor.house.gov,https://castor.house.gov/contact/contactform.htm,2052 Rayburn House Office Building,C001066,53825,H6FL11126,USRepKCastor,https://youtube.com/RepKathyCastor,USRepKathyCastor,1966-08-20
N00030645,Dennis Ross,ROSS,FL,R,FL15,M,2010,4,Retiring at end of 115th,202-225-1252,202-226-0585,http://dennisross.house.gov,https://dennisross.house.gov/forms/writeyourrep/,436 Cannon House Office Building,R000593,12813,H0FL12101,RepDennisRoss,https://youtube.com/RepDennisRoss,dennis.ross.376,1959-10-18
N00027626,Vernon Buchanan,BUCHANAN,FL,R,FL16,M,2006,0,,202-225-5015,202-226-0828,https://buchanan.house.gov,https://buchanan.house.gov/email-me,2104 Rayburn House Office Building,B001260,66247,H6FL13148,VernBuchanan,https://youtube.com/vernbuchanan,CongressmanBuchanan,1951-05-08
N00029018,Tom Rooney,ROONEY,FL,R,FL17,M,2008,4,Retiring at end of 115th,202-225-5792,202-225-3132,https://rooney.house.gov,https://rooney.house.gov/email-me,2160 Rayburn House Office Building,R000583,107800,H8FL16022,TomRooney,https://youtube.com/CongressmanRooney,reptomrooney,1970-11-21
N00037269,Brian Mast,MAST,FL,R,FL18,M,2016,0,,202-225-3026,,https://mast.house.gov,,2182 Rayburn House Office Building,M001199,,,repbrianmast,,repbrianmast,1980-07-10
N00040007,Francis Rooney,Rooney,FL,R,FL19,M,2016,0,,202-225-2536,202-225-0011,https://francisrooney.house.gov,,120 Cannon House Office Building,R000607,,,RepRooney,,RepRooney,1953-12-04
N00002884,Alcee L Hastings,HASTINGS,FL,D,FL20,M,1992,0,,202-225-1313,202-225-1171,http://alceehastings.house.gov,https://alceehastings.house.gov/forms/writeyourrep/?zip5=33407&zip4=3224,2353 Rayburn House Office Building,H000324,26798,H2FL23021,RepHastingsFL,https://youtube.com/RepAlceeHastings,95696782238,1936-09-05
N00002893,Lois J Frankel,FRANKEL,FL,D,FL21,F,2012,0,,202-225-9890,561-998-9048,http://frankel.house.gov,https://frankel.house.gov/contact/email-me,1037 Longworth House Office Building,F000462,8102,H2FL14053,RepLoisFrankel,https://youtube.com/reploisfrankel,RepLoisFrankel,1948-05-16
N00031317,Ted Deutch,DEUTCH,FL,D,FL22,M,2010,0,,202-225-3001,202-225-5974,http://teddeutch.house.gov,https://teddeutch.house.gov/forms/writeyourrep/default.aspx,2447 Rayburn House Office Building,D000610,67151,H0FL19080,RepTedDeutch,https://youtube.com/congressmanteddeutch,CongressmanTedDeutch,1966-05-07
N00026106,Debbie Wasserman Schultz,SCHULTZ,FL,D,FL23,F,2004,0,,202-225-7931,202-226-2052,https://wassermanschultz.house.gov,http://wassermanschultz.house.gov/contact/email-me.shtml,1114 Longworth House Office Building,W000797,24301,H4FL20023,RepDWStweets,https://youtube.com/RepWassermanSchultz,RepDWS,1966-09-27
N00030650,Frederica Wilson,WILSON,FL,D,FL24,F,2010,0,,202-225-4506,202-226-0777,https://wilson.house.gov,https://wilsonforms.house.gov/contact-form,2445 Rayburn House Office Building,W000808,17319,H0FL17068,RepWilson,https://youtube.com/repfredericawilson,RepWilson,1942-11-05
N00025337,Mario Diaz-Balart,DIAZ-BALART,FL,R,FL25,M,2002,0,,202-225-4211,202-225-8576,http://mariodiazbalart.house.gov,http://mariodiazbalart.house.gov/contact-mario/write-rep-diaz-balart,440 Cannon House Office Building,D000600,24312,H2FL25018,MarioDB,https://youtube.com/MarioDiazBalart,mdiazbalart,1961-09-25
N00035403,Carlos Curbelo,CURBELO,FL,R,FL26,M,2014,21,Lost general election,202-225-2778,,http://curbelo.house.gov,,1404 Longworth House Office Building,C001107,,H4FL26038,RepCurbelo,,repcurbelo,1980-03-01
N00002858,Ileana Ros-Lehtinen,ROSLEHTINEN,FL,R,FL27,F,1989,4,Retiring at end of 115th,202-225-3931,202-225-5620,http://ros-lehtinen.house.gov,https://ros-lehtinen.house.gov/contact-me/email-me,2206 Rayburn House Office Building,R000435,26815,H0FL18025,RosLehtinen,https://youtube.com/IleanaRosLehtinen,iroslehtinen,1952-07-15
N00009926,Bill Nelson,NELSON,FL,D,FLS1,M,2000,21,Lost general election,202-224-5274,202-228-2183,https://www.billnelson.senate.gov,https://www.billnelson.senate.gov/contact-bill,716 Hart Senate Office Building,N000032,1606,S8FL00166,SenBillNelson,https://youtube.com/senbillnelson,billnelson,1942-09-29
N00030612,Marco Rubio,RUBIO,FL,R,FLS2,M,2010,0,,202-224-3041,202-228-0285,https://www.rubio.senate.gov,http://www.rubio.senate.gov/public/index.cfm/contact,284 Russell Senate Office Building,R000595,1601,S0FL00338,SenRubioPress,https://youtube.com/SenatorMarcoRubio,SenatorMarcoRubio,1971-05-28
N00035346,Buddy Carter,CARTER,GA,R,GA01,M,2014,0,,202-225-5831,202-226-2269,http://buddycarter.house.gov,,432 Cannon House Office Building,C001103,,H4GA01039,RepBuddyCarter,,congressmanbuddycarter,1957-09-06
N00002674,Sanford Bishop,BISHOP,GA,D,GA02,M,1992,0,,202-225-3631,202-225-2203,http://bishop.house.gov,http://bishop.house.gov/contact,2407 Rayburn House Office Building,B000490,26817,H2GA02031,SanfordBishop,https://youtube.com/RepSanfordBishop,sanfordbishop,1947-02-04
N00039090,Drew Ferguson,Ferguson,GA,R,GA03,M,2016,0,,202-225-5901,,https://ferguson.house.gov,,1032 Longworth House Office Building,F000465,,,RepDrewFerguson,,RepDrewFerguson,1967-11-15
N00027848,Hank Johnson,JOHNSON,GA,D,GA04,M,2006,0,,202-225-1605,202-226-0691,https://hankjohnson.house.gov,https://hankjohnson.house.gov/contact-me/email-me,2240 Rayburn House Office Building,J000288,68070,H6GA04129,RepHankJohnson,https://youtube.com/RepHankJohnson,RepHankJohnson,1954-10-02
N00002577,John Lewis,LEWIS,GA,D,GA05,M,1986,0,,202-225-3801,202-225-0351,https://johnlewis.house.gov,https://johnlewis.house.gov/contact-me/email-me-zip,343 Cannon House Office Building,L000287,26820,H6GA05217,RepJohnLewis,https://youtube.com/repjohnlewis,RepJohnLewis,1940-02-21
N00026160,Tom Price,PRICE,GA,R,GA06,M,2004,6,Resigned to become Secretary of  HHS,202-225-4501,202-225-4656,https://tomprice.house.gov,https://tomprice.house.gov/contact-me,100 Cannon House Office Building,P000591,11853,H4GA06087,RepTomPrice,https://youtube.com/RepTomPrice,reptomprice,1954-10-08
N00035477,Karen Handel,HANDEL,GA,R,GA06,F,2017,21,Lost general election,,,https://handel.house.gov,,,H001078,,,RepKHandel,,handel.karen,1962-04-18
N00032416,Rob Woodall,WOODALL,GA,R,GA07,M,2010,0,,202-225-4272,202-225-4696,https://woodall.house.gov,https://woodall.house.gov/contact-me/email-me,1724 Longworth House Office Building,W000810,122251,H0GA07133,RepRobWoodall,https://youtube.com/RobWoodallGA07,RepRobWoodall,1970-02-11
N00032457,Austin Scott,SCOTT,GA,R,GA08,M,2010,0,,202-225-6531,202-225-3013,https://austinscott.house.gov,https://austinscott.house.gov/email-me/,2417 Rayburn House Office Building,S001189,11812,H0GA08099,AustinScottGA08,https://youtube.com/RepAustinScott,RepAustinScott,1969-12-10
N00033518,Doug Collins,COLLINS,GA,R,GA09,M,2012,0,,202-225-9893,202-226-1224,https://dougcollins.house.gov,https://dougcollins.house.gov/email-me,1504 Longworth House Office Building,C001093,67851,H2GA09150,RepDougCollins,https://youtube.com/repdougcollins,RepresentativeDougCollins,1966-08-16
N00032243,Jody Hice,HICE,GA,R,GA10,M,2014,0,,202-225-4101,202-226-0776,https://hice.house.gov,,324 Cannon House Office Building,H001071,,H0GA07125,congressmanhice,,CongressmanJodyHice,1960-04-22
N00035347,Barry Loudermilk,LOUDERMILK,GA,R,GA11,M,2014,0,,202-225-2931,202-225-2944,http://loudermilk.house.gov,,329 Cannon House Office Building,L000583,,H4GA11061,RepLoudermilk,,reploudermilk,1963-12-22
N00033720,Richard W Allen,ALLEN,GA,R,GA12,M,2014,0,,202-225-2823,202-225-3377,http://allen.house.gov,,426 Cannon House Office Building,A000372,,H0GA02241,reprickallen,,CongressmanRickAllen,1951-11-07
N00024871,David Scott,SCOTT,GA,D,GA13,M,2002,0,,202-225-2939,202-225-4628,http://davidscott.house.gov,https://davidscott.house.gov/contact/contactform.htm,225 Cannon House Office Building,S001157,7826,H2GA13012,RepDavidScott,https://youtube.com/RepDavidScott,113303673339,1945-06-27
N00030788,Tom Graves,GRAVES,GA,R,GA14,M,2010,0,,202-225-5211,202-225-8272,http://tomgraves.house.gov,http://tomgraves.house.gov/contact/,2078 Rayburn House Office Building,G000560,31969,H0GA09030,RepTomGraves,https://youtube.com/CongressmanGraves,reptomgraves,1970-02-03
N00035516,David Perdue,PERDUE,GA,R,GAS1,M,2014,0,,202-224-3521,,https://www.perdue.senate.gov,https://www.perdue.senate.gov/connect/email,383 Russell Senate Office Building,P000612,,S4GA11285,sendavidperdue,,SenatorDavidPerdue,1949-12-10
N00002593,Johnny Isakson,ISAKSON,GA,R,GAS2,M,2004,0,,202-224-3643,202-228-0724,https://www.isakson.senate.gov,https://www.isakson.senate.gov/public/index.cfm/email-me,131 Russell Senate Office Building,I000055,1721,S6GA00119,SenatorIsakson,https://youtube.com/SenatorIsakson,isakson,1944-12-28
N00025881,Colleen Hanabusa,HANABUSA,HI,D,HI01,F,2010,16,Running for Governor in 2018,202-225-2726,202-225-0688,https://hanabusa.house.gov,https://hanabusa.house.gov/contact-me/email-me,422 Cannon House Office Building,H001050,17745,H2HI02110,RepHanabusa,https://youtube.com/rephanabusa,RepColleenHanabusa,1951-05-04
N00033281,Tulsi Gabbard,GABBARD,HI,D,HI02,F,2012,0,,202-225-4906,202-225-4987,https://gabbard.house.gov,https://forms.house.gov/formsgabbard/webforms/email-me.shtml,1433 Longworth House Office Building,G000571,129306,H2HI02508,TulsiPress,https://youtube.com/tulsipress,RepTulsiGabbard,1981-04-12
N00028138,Brian Schatz,SCHATZ,HI,D,HIS1,M,2012,0,,202-224-3934,202-228-1153,https://www.schatz.senate.gov,https://www.schatz.senate.gov/contact,722 Hart Senate Office Building,S001194,17852,S4HI00136,SenBrianSchatz,https://youtube.com/senbrianschatz,SenBrianSchatz,1972-10-20
N00028139,Mazie K Hirono,HIRONO,HI,D,HIS2,F,2012,0,,202-224-6361,202-225-4987,https://www.hirono.senate.gov,https://www.hirono.senate.gov/contact,730 Hart Senate Office Building,H001042,1677,H6HI02251,MazieHirono,https://youtube.com/CongresswomanHirono,senatorhirono,1947-11-03
N00031377,Raul Labrador,LABRADOR,ID,R,ID01,M,2010,20,Lost primary for Governor,202-225-6611,202-225-3029,https://labrador.house.gov,https://labradorforms.house.gov/email-me,1523 Longworth House Office Building,L000573,57391,H0ID01253,Raul_Labrador,https://youtube.com/RepLabrador,raul.r.labrador,1967-12-08
N00006263,Mike Simpson,SIMPSON,ID,R,ID02,M,1998,0,,202-225-5531,202-225-8216,http://simpson.house.gov,http://simpson.house.gov/contact/,2084 Rayburn House Office Building,S001148,2917,H8ID02064,CongMikeSimpson,https://youtube.com/CongMikeSimpson,96007744606,1950-09-08
N00029441,James E Risch,RISCH,ID,R,IDS1,M,2008,0,,202-224-2752,202-224-2573,https://www.risch.senate.gov,http://www.risch.senate.gov/public/index.cfm?p=Email,483 Russell Senate Office Building,R000584,2919,S8ID00092,SenatorRisch,https://youtube.com/SenatorJamesRisch,SenatorJimRisch,1943-05-03
N00006267,Mike Crapo,CRAPO,ID,R,IDS2,M,1998,0,,202-224-6142,202-228-1375,https://www.crapo.senate.gov,http://www.crapo.senate.gov/contact/email.cfm,239 Dirksen Senate Office Building,C000880,26830,S8ID00027,MikeCrapo,https://youtube.com/senatorcrapo,mikecrapo,1951-05-20
N00004887,Bobby L Rush,RUSH,IL,D,IL01,M,1992,0,,202-225-4372,202-226-0333,http://rush.house.gov,https://rush.house.gov/contact-me/legislative-issues,2188 Rayburn House Office Building,R000515,26831,H2IL01042,RepBobbyRush,https://youtube.com/CongressmanRush,congressmanbobbyrush,1946-11-23
N00035215,Robin Kelly,KELLY,IL,D,IL02,F,2013,0,,202-225-0773,202-225-4583,https://robinkelly.house.gov,https://robinkelly.house.gov/contact/email-me,1239 Longworth House Office Building,K000385,33384,H2IL02172,RepRobinKelly,,reprobinkelly,1956-04-30
N00027239,Daniel Lipinski,LIPINSKI,IL,D,IL03,M,2004,0,,202-225-5701,202-225-1012,https://lipinski.house.gov,https://lipinskiforms.house.gov/contact-form,2346 Rayburn House Office Building,L000563,33692,H4IL03077,RepLipinski,https://youtube.com/lipinski03,repdanlipinski,1966-07-15
N00004874,Luis V Gutierrez,GUTIERREZ,IL,D,IL04,M,1992,4,Retiring at end of 115th,202-225-8203,202-225-7810,https://gutierrez.house.gov,http://gutierrezforms.house.gov/contact/,2408 Rayburn House Office Building,G000535,26841,H2IL08039,LuisGutierrez,https://youtube.com/repluisgutierrez,RepGutierrez,1953-12-10
N00030581,Mike Quigley,QUIGLEY,IL,D,IL05,M,2009,0,,202-225-4061,202-225-5603,https://quigley.house.gov,https://quigleyforms.house.gov/forms/writeyourrep/,2458 Rayburn House Office Building,Q000023,83310,H0IL05096,RepMikeQuigley,https://youtube.com/RepMikeQuigley,repmikequigley,1958-10-17
N00004719,Peter Roskam,ROSKAM,IL,R,IL06,M,2006,21,Lost general election,202-225-4561,202-225-1166,https://roskam.house.gov,https://roskam.house.gov/contact/email-me,2246 Rayburn House Office Building,R000580,6382,H6IL06117,PeterRoskam,https://youtube.com/RoskamIL06,PeterRoskam,1961-09-13
N00004884,Danny K Davis,DAVIS,IL,D,IL07,M,1996,0,,202-225-5006,202-225-5641,https://davis.house.gov,https://davis.house.gov/email-me,2159 Rayburn House Office Building,D000096,233,H4IL07037,RepDannyDavis,https://youtube.com/dannykdavis07,280757931935749,1941-09-06
N00033240,Raja Krishnamoorthi,KRISHNAMOORTHI,IL,D,IL08,M,2016,0,,202-225-3711,,https://krishnamoorthi.house.gov,,515 Cannon House Office Building,K000391,,,congressmanraja,,congressmanraja,1973-07-19
N00004724,Jan Schakowsky,SCHAKOWSKY,IL,D,IL09,F,1998,0,,202-225-2111,202-226-6890,https://schakowsky.house.gov,https://schakowsky.house.gov/write-to-congresswoman-jan-schakowsky,2367 Rayburn House Office Building,S001145,6387,H8IL09067,JanSchakowsky,https://youtube.com/repschakowsky,janschakowsky,1944-05-26
N00033101,Brad Schneider,SCHNEIDER,IL,D,IL10,M,2016,0,,202-225-4835,202-225-0837,https://schneider.house.gov,,1432 Longworth House Office Building,S001190,,,repschneider,,CongressmanBradSchneider,1961-08-20
N00029139,Bill Foster,FOSTER,IL,D,IL11,M,2012,0,,202-225-3515,202-225-9420,http://foster.house.gov,https://foster.house.gov/contact/email-me,1224 Longworth House Office Building,F000454,101632,H8IL14067,RepBillFoster,https://youtube.com/RepBillFoster,CongressmanBillFoster,1955-10-07
N00035420,Mike Bost,BOST,IL,R,IL12,M,2014,0,,202-225-5661,202-225-0285,https://bost.house.gov,,1440 Longworth House Office Building,B001295,,H4IL12060,RepBost,,RepBost,1960-12-30
N00034784,Rodney Davis,DAVIS,IL,R,IL13,M,2012,0,,202-225-2371,217-791-6168,http://rodneydavis.house.gov,https://rodneydavisforms.house.gov/contact/,1740 Longworth House Office Building,D000619,9622,H2IL13120,RodneyDavis,https://youtube.com/RepRodneyDavis,RepRodneyDavis,1970-01-05
N00031104,Randy Hultgren,HULTGREN,IL,R,IL14,M,2010,21,Lost general election,202-225-2976,202-225-0697,http://hultgren.house.gov,https://hultgren.house.gov/contact/email-randy,2455 Rayburn House Office Building,H001059,18199,H0IL14080,RepHultgren,https://youtube.com/rephultgren,RepHultgren,1966-03-01
N00004961,John Shimkus,SHIMKUS,IL,R,IL15,M,1996,0,,202-225-5271,202-225-5880,https://shimkus.house.gov,https://shimkus.house.gov/contact/email-me,2217 Rayburn House Office Building,S000364,246,H2IL20042,RepShimkus,https://youtube.com/repshimkus,repshimkus,1958-02-21
N00030667,Adam Kinzinger,KINZINGER,IL,R,IL16,M,2010,0,,202-225-3635,202-225-3521,http://kinzinger.house.gov,https://kinzinger.house.gov/email-adam,2245 Rayburn House Office Building,K000378,116559,H0IL11052,RepKinzinger,https://youtube.com/RepAdamKinzinger,RepKinzinger,1978-02-27
N00033390,Cheri Bustos,BUSTOS,IL,D,IL17,F,2012,0,,202-225-5905,309-786-3720,https://bustos.house.gov,http://bustos.house.gov/contact,1009 Longworth House Office Building,B001286,134964,H2IL17071,RepCheri,https://youtube.com/RepCheri,RepCheri,1961-10-17
N00037031,Darin LaHood,LAHOOD,IL,R,IL18,M,2015,0,,202-225-6201,,https://lahood.house.gov,,1424 Longworth House Office Building,L000585,,,RepLaHood,,replahood,1968-07-05
N00004981,Dick Durbin,DURBIN,IL,D,ILS1,M,1996,0,,202-224-2152,202-228-0400,https://www.durbin.senate.gov,https://www.durbin.senate.gov/contact/,711 Hart Senate Office Building,D000563,26847,S6IL00151,SenatorDurbin,https://youtube.com/SenatorDurbin,SenatorDurbin,1944-11-21
N00027860,Tammy Duckworth,DUCKWORTH,IL,D,ILS2,F,2016,0,,202-224-2854,,https://www.duckworth.senate.gov,https://www.duckworth.senate.gov/content/contact-senator,524 Hart Senate Office Building,D000622,57442,H6IL06141,SenDuckworth,https://youtube.com/repduckworth,SenDuckworth,1968-03-12
N00003813,Pete Visclosky,VISCLOSKY,IN,D,IN01,M,1984,0,,202-225-2461,202-225-2493,https://visclosky.house.gov,https://visclosky.house.gov/contact-pete/email-pete,2328 Rayburn House Office Building,V000108,26851,H4IN01012,RepVisclosky,https://youtube.com/PeteVisclosky1,repvisclosky,1949-08-13
N00031226,Jackie Walorski,WALORSKI,IN,R,IN02,F,2012,0,,202-225-3915,202-225-6798,http://walorski.house.gov,https://walorski.house.gov/contact/email-me,419 Cannon House Office Building,W000813,34205,H0IN02190,RepWalorski,https://youtube.com/repwalorski,RepJackieWalorski,1963-08-17
N00037185,Jim Banks,BANKS,IN,R,IN03,M,2016,0,,202-225-4436,,https://banks.house.gov,,509 Cannon House Office Building,B001299,,,RepJimBanks,,RepJimBanks,1979-07-16
N00031741,Todd Rokita,ROKITA,IN,R,IN04,M,2010,20,Lost Senate primary,202-225-5037,202-226-0544,http://rokita.house.gov,https://rokita.house.gov/contact-me,2439 Rayburn House Office Building,R000592,34167,H0IN04170,ToddRokita,https://youtube.com/reptoddrokita,RepToddRokita,1970-02-09
N00033495,Susan Brooks,BROOKS,IN,R,IN05,F,2012,0,,202-225-2276,202-225-0016,http://susanwbrooks.house.gov,https://susanwbrooks.house.gov/contact/email-me,1030 Longworth House Office Building,B001284,135988,H2IN05082,SusanWBrooks,https://youtube.com/SusanWBrooks,congresswomansusanwbrooks,1960-08-25
N00012546,Luke Messer,MESSER,IN,R,IN06,M,2012,20,Lost Senate primary,202-225-3021,765-747-5586,https://messer.house.gov,https://messer.house.gov/contact/email-me,1230 Longworth House Office Building,M001189,33997,H0IN02125,RepLukeMesser,https://youtube.com/RepLukeMesser,RepLukeMesser,1969-02-27
N00029513,Andre Carson,CARSON,IN,D,IN07,M,2008,0,,202-225-4011,202-225-5633,http://carson.house.gov,https://carson.house.gov/contact/email-me,2135 Rayburn House Office Building,C001072,84917,H8IN07184,RepAndreCarson,https://youtube.com/repandrecarson,CongressmanAndreCarson,1974-10-16
N00031227,Larry Bucshon,BUCSHON,IN,R,IN08,M,2010,0,,202-225-4636,202-225-3284,https://bucshon.house.gov,https://bucshon.house.gov/contact-me/email-me,1005 Longworth House Office Building,B001275,120335,H0IN08114,RepLarryBucshon,https://youtube.com/RepLarryBucshon,RepLarryBucshon,1962-05-31
N00038429,Trey Hollingsworth,HOLLINGSWORTH,IN,R,IN09,M,2016,0,,202-225-5315,,https://hollingsworth.house.gov,,1641 Longworth House Office Building,H001074,,,reptrey,,reptrey,1983-09-12
N00026586,Joe Donnelly,DONNELLY,IN,D,INS1,M,2012,21,Lost general election,202-224-4814,202-225-6798,https://www.donnelly.senate.gov,https://www.donnelly.senate.gov/contact/email-joe,720 Hart Senate Office Building,D000607,34212,H4IN02101,SenDonnelly,https://youtube.com/sendonnelly,senatordonnelly,1955-09-28
N00030670,Todd Young,YOUNG,IN,R,INS2,M,2016,0,,202-224-5623,202-226-6866,https://www.young.senate.gov,https://www.young.senate.gov/content/contact-senator,B33 Russell Senate Office Building,Y000064,120345,H0IN09070,RepToddYoung,https://youtube.com/RepToddYoung,SenatorToddYoung,1972-08-24
N00033744,Rod Blum,BLUM,IA,R,IA01,M,2014,21,Lost general election,202-225-2911,,https://blum.house.gov,,1108 Longworth House Office Building,B001294,,H2IA01055,RepRodBlum,,congressmanrodblum,1955-04-26
